element,id,geometry,addr:city,addr:postcode,addr:street,amenity,check_date,name,name:kn,emergency,healthcare,addr:housename,designation,addr:district,addr:full,addr:state,level,source,wheelchair,addr:housenumber,name:en,operator,operator:short,operator:type,operator:wikidata,name:ta,addr:country,phone,website,email,healthcare:speciality,addr:floor,opening_hours,note,addr:subdistrict,short_name,branch,mobile,barrier,boundary,name:etymology:wikidata,wikidata,building,fixme:website,religion,alt_name,education,building:levels,description,wikipedia,landuse,old_name,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,roof:levels,roof:shape,toilets:wheelchair,grades,contact:phone,facebook,twitter,type,building:colour,layer,min_level
way,346736766,"POLYGON ((77.7446231 12.968467, 77.7447229 12.968461, 77.7447147 12.968333, 77.7446149 12.968339, 77.7446231 12.968467))",,,,school,,Eurokids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,2,,,,,,,,,,,,,,,,,,,,
way,346842857,"POLYGON ((77.7067542 12.9922729, 77.7068337 12.9919833, 77.7062076 12.9918301, 77.7061156 12.9921149, 77.7065535 12.9922212, 77.7067542 12.9922729))",,,,hospital,,Kinder Women's Hospital & Fertility Center,,yes,hospital,,,,,,,,yes,,,,,,,,,+91 80 2888 8880,https://kinderhospitals.com/,contactus.blr@kinderhospitals.com,gynaecology;urology;neonatology;paediatrics;plastic_surgery;anaesthetics;surgery;general;dermatology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,346857854,"POLYGON ((77.6829008 12.9551356, 77.6829055 12.9550092, 77.682716 12.9550024, 77.6827112 12.9551289, 77.6829008 12.9551356))",,,,police,,HAL Police Station,,,,,,,,,,,,,,Bangalore City Police,,,,,,,,,,,,,,,,,,,,Q4855039,yes,,,,,,,en:Bangalore City Police,,,,,,,,,,,,,,,,,,
way,347017336,"POLYGON ((77.683938 12.9743589, 77.6843157 12.9741688, 77.6841343 12.9738248, 77.6837658 12.9739938, 77.683938 12.9743589))",,,,school,,Shri Shri Ravishankar Vidya Mandir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,education,,,,,,,,,,,,,,,,,
way,360342803,"POLYGON ((77.7455208 12.9587744, 77.7460376 12.9585061, 77.7457783 12.9579249, 77.7448289 12.9580124, 77.7448829 12.9585113, 77.7451587 12.9587404, 77.7455208 12.9587744))",,,,hospital,03-06-2025,Manipal Hospitals,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,yes,hospital,,,,,,,,,,,,,,,,,,,,general;paediatrics;emergency;gynaecology,,,,,,,,,,,,,,,,,,,,,Columbia Asia Whitefield,,,,,,,,,,,,,,,,
way,360347699,"POLYGON ((77.7026868 12.9659818, 77.7025173 12.9657924, 77.7024194 12.9658755, 77.7025354 12.9660052, 77.7026392 12.9660223, 77.7026868 12.9659818))",,,,hospital,31-05-2025,Jeevika Hospital,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,yes,,,,,,,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,
way,363099987,"POLYGON ((77.7001753 12.9563765, 77.7000445 12.9557825, 77.7005492 12.9556372, 77.70069 12.9560672, 77.70052 12.9561264, 77.7005487 12.9562908, 77.7001753 12.9563765))",,,,school,06-04-2025,Sri Chaitanya School,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,391707444,"POLYGON ((77.7184258 12.9956191, 77.7185733 12.9955694, 77.7187181 12.995572, 77.7188093 12.995572, 77.718771 12.9951134, 77.7184414 12.9951846, 77.7184258 12.9956191))",,,,school,,Hoodi Primary School,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,415125446,"POLYGON ((77.6704665 12.9770149, 77.6716669 12.9764595, 77.6718528 12.9768317, 77.6719384 12.9770022, 77.6722037 12.977518, 77.6718476 12.977718, 77.6712154 12.9780731, 77.6712682 12.9781741, 77.670895 12.9783921, 77.6705755 12.9778507, 77.6707126 12.9777801, 77.6705655 12.9774079, 77.6705004 12.977156, 77.6704665 12.9770149))",,,,school,,Global City International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518601913,"POLYGON ((77.727416 12.969729, 77.7272477 12.9698709, 77.7271408 12.9699611, 77.726688 12.9702913, 77.7279094 12.9702857, 77.7279496 12.9700165, 77.728026 12.9698505, 77.7280288 12.9697342, 77.7279561 12.9696253, 77.7276467 12.9696686, 77.727416 12.969729))",,,,school,,Nallurahalli Government School,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,525510061,"POLYGON ((77.6958936 12.9603957, 77.6962003 12.9604969, 77.6962877 12.9606059, 77.6956037 12.9616578, 77.6949484 12.9613778, 77.6944649 12.9611713, 77.6932709 12.9609664, 77.6934474 12.9599265, 77.6950664 12.9602374, 77.6950665 12.9600839, 77.6958811 12.9603139, 77.6958936 12.9603957))",,,,school,,Vimanapura East Extension Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,553065516,"POLYGON ((77.6652296 12.960905, 77.6651996 12.9602274, 77.6641777 12.9602742, 77.6642047 12.9609546, 77.6652296 12.960905))",,,,school,,HAL West Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,598030834,"POLYGON ((77.729248 12.9879849, 77.7284196 12.9874446, 77.7280347 12.9879531, 77.7281352 12.9886978, 77.7287428 12.9885719, 77.72873 12.9884903, 77.728951 12.9884445, 77.729248 12.9879849))",Bangalore,560048,Whitefield Main Road,hospital,,Manipal Hospitals Whitefield,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,yes,hospital,,,,,,,,yes,"Manipal Hospitals Whitefield #143, 212-2015",,,,,,,,1800 3001 4000,https://www.manipalhospitals.com/whitefield/,,general;paediatrics;orthopaedics;rheumatology;urology;radiology;gynaecology;endocrinology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,632111019,"POLYGON ((77.6975146 12.9754139, 77.6975872 12.9755052, 77.6976703 12.9757656, 77.6981534 12.9756673, 77.698003 12.97485, 77.6978685 12.9748629, 77.6975146 12.9754139))",,,,hospital,16-08-2025,Rainbow Children's Hospital,,yes,hospital,,,,,,,,yes,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,
way,658040989,"POLYGON ((77.6748579 12.9766254, 77.6753985 12.9765175, 77.6753665 12.9763655, 77.674826 12.9764733, 77.6748579 12.9766254))",,,,school,,Chaitanya E-Techno Scool,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,
way,668040798,"POLYGON ((77.7017197 12.9982832, 77.7029587 12.9981644, 77.7030085 12.9986573, 77.7021179 12.9987427, 77.7017695 12.9987761, 77.7017381 12.9984658, 77.7017197 12.9982832))",,,,fire_station,,Mahadevapura Fire Station,ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,673658389,"POLYGON ((77.7417727 12.9690382, 77.7415587 12.9690265, 77.7415798 12.9680257, 77.7415095 12.9680202, 77.741541 12.9679099, 77.7416309 12.9679012, 77.7417159 12.967905, 77.7417854 12.9683403, 77.7417727 12.9690382))",,,,school,,Narayana School,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,674106057,"POLYGON ((77.7495473 12.9659431, 77.7492693 12.9660232, 77.7492247 12.9658762, 77.7492888 12.9658577, 77.7492931 12.9658722, 77.7495071 12.9658106, 77.7495473 12.9659431))",,,Whitefield Main Road,hospital,12-07-2025,Svastha Hospital,,yes,hospital,,,,,,,,yes,,,,,,,,,,,,neurology;dermatology;cardiology;pulmonology;plastic_surgery;physiatry;urology;fertility;internal;paediatrics;otolaryngology,,,,,,,,,,,,yes,,,,,3,,,,,,,,,,0,flat,yes,,,,,,,,
way,679185386,"POLYGON ((77.7000332 13.0073672, 77.7005509 13.0072339, 77.7002934 13.0062277, 77.6997569 13.0064237, 77.7000332 13.0073672))",,,,school,,Bharathiya Vidhyaniketan High School,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679270115,"POLYGON ((77.7036059 13.0076076, 77.7023774 13.0076416, 77.702341 13.007318, 77.7023077 13.0071476, 77.7035925 13.0070196, 77.7036059 13.0076076))",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,704936395,"POLYGON ((77.7496642 12.9687827, 77.7496936 12.9689609, 77.7493261 12.9690182, 77.7492967 12.9688401, 77.7494073 12.9688228, 77.7496642 12.9687827))",Bangalore,560066,Whitefield Main road,hospital,,Pushpa Nursing Home,,,hospital,,,,,,,,,284,,,,,,,,9.17677E+11,https://www.pushpanursinghome.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,796370470,"POLYGON ((77.6815939 13.0049601, 77.682416 13.0054446, 77.6831194 13.0043115, 77.6822973 13.0038271, 77.6815939 13.0049601))",,,,hospital,,ITI General Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,997867402,"POLYGON ((77.693089 13.008862, 77.6933827 13.0088502, 77.6933692 13.0086869, 77.6933583 13.0084621, 77.6930351 13.0084033, 77.6930286 13.0084844, 77.693089 13.008862))",Bangalore,560036,New Police Station Road,police,,KR Puram Police Station,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1054384478,"POLYGON ((77.672688 12.9766955, 77.6728502 12.9766484, 77.6730168 12.9766416, 77.6731183 12.9766374, 77.6732883 12.9766093, 77.673063 12.9761048, 77.6730204 12.9759812, 77.6724805 12.9761673, 77.672688 12.9766955))",,,,school,,Sishu Griha Junior School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1066371922,"POLYGON ((77.7059081 12.9615503, 77.7060044 12.9615963, 77.7063271 12.9615669, 77.706731 12.9616809, 77.7065762 12.9622566, 77.7072916 12.9623872, 77.7073381 12.9624287, 77.7077333 12.9624617, 77.7085322 12.9625559, 77.7085703 12.9622202, 77.7080975 12.9623748, 77.7074878 12.9620984, 77.7072104 12.9617545, 77.7071509 12.9616364, 77.7070704 12.9614264, 77.7070141 12.9606801, 77.7068826 12.9604057, 77.7064567 12.9604205, 77.7058496 12.9604762, 77.7059081 12.9615503))",,,,school,,GJR International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072674743,"POLYGON ((77.7337266 12.9882441, 77.7341813 12.9882817, 77.7341671 12.9884436, 77.7337124 12.9884059, 77.7337266 12.9882441))",,,Sadarmangala Road,hospital,05-07-2025,Aster Women and Children Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,4,,,,,,,,,,1,flat,,,,,,,,,
way,1075362335,"POLYGON ((77.7466779 12.9591574, 77.7468962 12.9590636, 77.7467526 12.958774, 77.7465425 12.9588707, 77.7466779 12.9591574))",,,,hospital,23-06-2025,Motherhood Whitefield,,,hospital,,,,,,,,,,,,,,,,,18002585727,https://femiinthealth.com/,,maternity;gynaecology;paediatrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1077580399,"POLYGON ((77.7210145 12.9553588, 77.7211932 12.9553618, 77.7213564 12.9553607, 77.7213691 12.9555342, 77.7212848 12.9555391, 77.7212855 12.9556726, 77.7209941 12.9556753, 77.7210027 12.9555585, 77.7210145 12.9553588))",,,,school,,"Government Lower Primary School, Thubarahalli","ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý, ýýýýýýýýýýýýýýýýýýýýýýýýýýý",,,,,,,,,,,,,Government of Karnataka,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082139631,"POLYGON ((77.7172014 12.966908, 77.7174116 12.9668674, 77.7173543 12.9665856, 77.7171441 12.9666261, 77.7172014 12.966908))",,,,hospital,,Apollo Cradle,,,hospital,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082259059,"POLYGON ((77.7044882 12.9716316, 77.7037142 12.9716774, 77.7037016 12.9715217, 77.7037863 12.9715156, 77.7037863 12.9714911, 77.7038771 12.9714881, 77.7038803 12.9714636, 77.7039993 12.9714606, 77.7040025 12.971427, 77.7041905 12.971427, 77.7043347 12.9713293, 77.7044757 12.9714911, 77.7044882 12.9716316))",,,,school,,Ekya School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,
way,1084450361,"POLYGON ((77.7182205 12.9920951, 77.7180307 12.9914957, 77.7183077 12.9914255, 77.7184953 12.9920781, 77.7182205 12.9920951))","Hoodi, Mahadevapura, Bangalore",560048,Whitefield Road,school,,Sri Chaitanya Techno School,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1085652635,"POLYGON ((77.719604 12.9596771, 77.7195923 12.9595367, 77.7198251 12.959522, 77.7200642 12.9595123, 77.720075 12.9596476, 77.719604 12.9596771))",,,,school,21-11-2025,Little Explorers Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-5,,,,,,,
way,1088209024,"POLYGON ((77.7503827 12.961568, 77.748895 12.9616287, 77.7489064 12.9620433, 77.7499818 12.9626526, 77.7504399 12.962967, 77.7503827 12.961568))",,,,school,01-08-2025,Carmel Teresa School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1088209026,"POLYGON ((77.7508811 12.9755105, 77.7508675 12.9753069, 77.7510216 12.9753001, 77.7511771 12.9752766, 77.7514237 12.9752344, 77.7514244 12.9756506, 77.751379 12.9756153, 77.7513156 12.9755782, 77.7512583 12.9755554, 77.7512043 12.9755412, 77.7511684 12.9755345, 77.7511325 12.9755343, 77.7510871 12.9755098, 77.7510462 12.9754924, 77.7510041 12.9754875, 77.7509714 12.9754918, 77.7508811 12.9755105))",,560066,Whitefield Main Road,police,20-12-2025,Whitefield Police Station -Office of the Deputy Commisionner,,,,,,,,,,,,,,,,,,,,,,Whitefieldbcp@ksp.gov.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080 22434 72,Whitefieldbcp,Whitefieldbcp,,,,
way,1101376586,"POLYGON ((77.731851 12.9875049, 77.7318586 12.9871566, 77.7322168 12.9871352, 77.7323715 12.9874335, 77.731851 12.9875049))",,,,fire_station,07-07-2025,Whitefield Fire Station,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITPL fire station,,,,,,,,,,,,,,,,,,,,,,
way,1119385374,"POLYGON ((77.6802382 12.9646574, 77.6801774 12.9644712, 77.6803701 12.9643915, 77.6806132 12.9643367, 77.6806274 12.9644158, 77.6812118 12.96434, 77.6812303 12.9644569, 77.6811001 12.9644856, 77.6806716 12.9645694, 77.6802382 12.9646574))",,,,school,,Suvarnashree Gurukul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1135846658,"POLYGON ((77.713432 12.9864911, 77.7146341 12.9862029, 77.7145829 12.9859364, 77.7145843 12.985388, 77.7134181 12.9850815, 77.7134085 12.985147, 77.7134125 12.9856335, 77.7134101 12.9857322, 77.71343 12.9862344, 77.713432 12.9864911))",,,,school,,EuroSchool Whitefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1150511287,"POLYGON ((77.7130462 12.9644446, 77.7130896 12.9642181, 77.713228 12.9642433, 77.7131846 12.9644698, 77.7130462 12.9644446))",,,,school,13-07-2024,TALC - The Alternative Learning Community,,,,,,,,,,,,,,,,,,,,,https://www.talcworld.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1151907062,"POLYGON ((77.7185585 12.9841296, 77.7185531 12.9837826, 77.7194543 12.9835917, 77.7195941 12.9839837, 77.7193204 12.9840155, 77.7185585 12.9841296))",,,,school,,Government Primary School,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1154805390,"POLYGON ((77.7168305 12.9613221, 77.7168828 12.9611518, 77.7179627 12.9611034, 77.7179711 12.9612915, 77.717378 12.9613078, 77.7168305 12.9613221))",,,,school,,Narayana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1195542199,"POLYGON ((77.7184279 12.9956419, 77.718148 12.995691, 77.7181078 12.9951424, 77.7184328 12.9951328, 77.7184279 12.9956419))",,,,school,,Government PUC,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1196104387,"POLYGON ((77.7035378 13.028041, 77.7030989 13.0278801, 77.7026208 13.0255145, 77.7032499 13.0253309, 77.7035378 13.028041))",,,,school,,Assisi School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1213188974,"POLYGON ((77.6675857 12.9696887, 77.66786 12.9696813, 77.668658 12.9696626, 77.6687107 12.9692466, 77.6685958 12.9692545, 77.6684745 12.9692552, 77.6678433 12.9692698, 77.6675706 12.9692804, 77.6675857 12.9696887))",,,,school,,Orchids The International School - C V Raman Nagar,,,,,,,"Khata no:152, CV Raman Nagar, Survey no 136/3B, 7th Cross Road,, Vibhutipura Village, Jagadish Nagar, New Tippasandra, Bengaluru, Karnataka 560075",,,,,,,Orchids International School,,,,,,9513922803,https://www.orchidsinternationalschool.com/bangalore-branches/cv-raman-nagar/,communications.oiscvr@orchids.edu.in,,,Mo-Su 09:00-18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1217530866,"POLYGON ((77.6702835 12.9870459, 77.6702285 12.9876797, 77.6702786 12.9880185, 77.6696449 12.9880214, 77.6696357 12.9870303, 77.6702835 12.9870459))",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1241563220,"POLYGON ((77.7157426 13.0198326, 77.7155148 13.0198559, 77.7151554 13.0198925, 77.7153218 13.0204558, 77.7158994 13.0203145, 77.7157426 13.0198326))",,,,school,,Blossom International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1251508636,"POLYGON ((77.7303802 13.0160078, 77.7306677 13.0161436, 77.7309762 13.0165773, 77.7311388 13.0167923, 77.7312651 13.0169718, 77.7313032 13.0169649, 77.7318024 13.016875, 77.7322049 13.0168024, 77.7321385 13.0165033, 77.7326078 13.0163554, 77.7324636 13.01589, 77.7322662 13.015407, 77.7321464 13.0151608, 77.7320266 13.0149589, 77.7311962 13.0149836, 77.7310884 13.0150721, 77.7305958 13.0155962, 77.7303091 13.0159168, 77.7303802 13.0160078))",,,,school,,Lake Montfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,education,,,,,,,,,,,,,,,,,
way,1251508640,"POLYGON ((77.7431712 13.002156, 77.7439037 13.0020226, 77.7439181 13.002075, 77.7444398 13.001926, 77.744772 13.0019002, 77.7449656 13.0018397, 77.7448638 13.0015685, 77.7446845 13.0011062, 77.7446517 13.0010217, 77.7438527 13.0011457, 77.7437809 13.0013604, 77.7431229 13.0014451, 77.7431712 13.002156))",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1259449682,"POLYGON ((77.7195874 12.9546671, 77.7199144 12.9546417, 77.719913 12.9546692, 77.7201612 12.9546536, 77.7201533 12.9546002, 77.7201575 12.95457, 77.7201888 12.9544905, 77.7201249 12.9541282, 77.7195958 12.954224, 77.7195144 12.9542267, 77.7195439 12.9544633, 77.7195874 12.9546671))",,,,school,,Narayana e-techno School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,education,,,,,,,,,,,,,,,,,
way,1266460872,"POLYGON ((77.6694962 13.0358122, 77.6700689 13.0357142, 77.6702768 13.0359782, 77.6704296 13.0363584, 77.6695995 13.0365293, 77.6694962 13.0358122))",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1266481189,"POLYGON ((77.6700517 13.0375765, 77.6706488 13.0374982, 77.6706667 13.0375004, 77.671199 13.0375601, 77.6711855 13.0380633, 77.671181 13.038127, 77.670827 13.0382081, 77.6707687 13.0382159, 77.6704159 13.038197, 77.6701454 13.0381918, 77.6700517 13.0375765))",Bengaluru,560113,"C Pillappa Farms, Kalkere Agara Main Road, Kalkere",school,,National Public School Kalkere,ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,https://npskalkere.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1267710958,"POLYGON ((77.687691 12.9924038, 77.6873074 12.9927331, 77.6873048 12.9929042, 77.6875757 12.9929931, 77.6876514 12.9929147, 77.6878881 12.9927958, 77.687809 12.992669, 77.6879237 12.9925344, 77.6878801 12.9924969, 77.6877859 12.992328, 77.6877702 12.9923454, 77.6876761 12.9921312, 77.687582 12.9919036, 77.6874938 12.9917905, 77.6873934 12.9916773, 77.6872444 12.9919059, 77.6874603 12.9920496, 77.6875214 12.992115, 77.687691 12.9924038))",,,,school,,Government High-Tech Kannada and English Medium Higher Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,education,,,,,,,,,,,,,,,,,
way,1267711039,"POLYGON ((77.6943151 12.9903832, 77.694316 12.9904217, 77.6943335 12.9908892, 77.6939904 12.9909127, 77.6936445 12.9909812, 77.6934847 12.9906258, 77.6934457 12.9904871, 77.6938867 12.99041, 77.6941177 12.9903791, 77.6943151 12.9903832))",,,,school,,MTB School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1274064843,"POLYGON ((77.6984691 13.0300178, 77.6987152 13.029962, 77.6987951 13.03012, 77.6985299 13.0303208, 77.6984691 13.0300178))",,,Halehalli Main Road,school,,Indusridge College of Commerce,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,education,,,,,,,,,,,,,,,,,
way,1279691328,"POLYGON ((77.7433723 13.0408189, 77.7444356 13.041587, 77.7458293 13.0397475, 77.745178 13.0392802, 77.7446692 13.0389152, 77.7443658 13.0395136, 77.7433723 13.0408189))",,,,school,,Auxillium School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,education,,,,,,,,,,,,,,,,,
way,1280086942,"POLYGON ((77.7483934 13.0031347, 77.749536 13.0028812, 77.7493899 13.0024487, 77.7491055 13.0017667, 77.7485436 13.0019038, 77.7485678 13.0021547, 77.7479951 13.0022266, 77.7483934 13.0031347))",,,,school,,National Public School Whitefield,ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1280086981,"POLYGON ((77.743005 13.0027689, 77.7429955 13.0022867, 77.7418341 13.0026408, 77.7418671 13.0032781, 77.7424514 13.0031547, 77.7423933 13.0028865, 77.743005 13.0027689))",,,,school,,Mount Litera Zee School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1296336694,"POLYGON ((77.7027382 12.9621815, 77.7037843 12.9620953, 77.7036852 12.9627825, 77.7027145 12.9627988, 77.7027382 12.9621815))",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1299038391,"POLYGON ((77.6863298 12.9814764, 77.6858765 12.9806282, 77.6855426 12.9807954, 77.6859349 12.9818135, 77.6861756 12.9817298, 77.6861179 12.9815756, 77.6863298 12.9814764))",,,,school,,Geetanjali Vidyalaya,ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1302227093,"POLYGON ((77.7349398 12.9661513, 77.7347611 12.9652462, 77.7352969 12.9651481, 77.7353686 12.9654162, 77.7355355 12.9659779, 77.7351315 12.966083, 77.7349398 12.9661513))",,,,school,,Glentree Academy School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1310982672,"POLYGON ((77.7546322 12.9974413, 77.7549165 12.9975276, 77.7551687 12.9984083, 77.7549487 12.9984789, 77.7546322 12.9974413))",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
